,Sub Division,Year of Installation,Project Name,Meter Installation Date,Village,PV Cap. from Form,Ref. DC V,Actual DC V,String 1: DC V,String 1: DC A,String 2: DC V,String 2: DC A,AC V,AC A,Power (W),E-Today (kWh),E-Total (kWh),Gen. in Solar meter (kWh) ,Avg. Solar generation per kW,Verified,Current Status of Inverter,Check List 1: Connection tightness of AC/DC box is ok?,Check List 2: Tightness nearer to meter connection is ok?,Check List 3: Connection of Earthing & L.A. is ok?,Check List 4: DC/AC connector is ok?,Check List 5: Wire Dressing is ok?,Check List 6: Wifi Connection is ok?,Check List 7: Tightness of U & Z clamp is ok?,Check List 8: Colour of  Welding Joint is ok?,Check List 9: Concrete Block is there?,Check  List 10: Visual checking of all parts,Observation
258,SARDARESTATE SD,2019-20,2019-20R0818,8/27/2020,Sardarestate,4.62,420,488.0,245.0,3.2,243.0,3.5,256.0,6.3,1612.0,6,5959.0,6121.0,3.9,Done,Normal,Yes,Yes,Yes,Yes,Yes,New device installation,Yes,Yes,Two needed,Yes,Normal
259,ALKAPURI CITY SD,2019-20,2019-20R0672,5/29/2020,Alkapuri,3.3,300,344.0,344.0,2.7,0.0,0.0,252.0,3.6,905.0,6.2,5401.0,5477.0,3.86,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
260,ALKAPURI CITY SD,2017-18,2017-18R0001,11/13/2017,Alkapuri,5.0,468.75,266.0,266.0,1.9,0.0,0.0,250.0,2.0,503.0,6.7,15854.0,15524.0,2.29,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Need to paint,Not required (જરૂર નથી),Yes,Normal
261,LALBAUG CITY SD,2019-20,2019-20R0174,2/11/2020,Lalbaugh,5.94,540,630.0,316.0,3.2,314.0,3.3,267.0,7.6,2111.0,4.1,12000.0,12709.0,3.96,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
262,LALBAUG CITY SD,2017-18,2017-18R0016,10/3/2017,Lalbaugh,3.0,281.25,336.0,336.0,4.9,0.0,0.0,257.0,5.5,1446.0,3,15311.0,15671.0,3.73,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Normal
263,LALBAUG CITY SD,2017-18,2017-18R0044,1/8/2018,Lalbaugh,2.88,270,336.0,336.0,5.4,0.0,0.0,251.0,6.1,1546.0,3.1,15307.0,15787.0,4.2,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal working
264,LALBAUG CITY SD,2017-18,2017-18R0056,1/12/2018,Lalbaugh,2.88,270,344.0,344.0,5.32,0.0,0.0,261.0,6.0,1573.0,4,15023.0,15291.0,4.08,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
265,LALBAUG CITY SD,2017-18,2017-18R0068,2/7/2018,Lalbaugh,2.24,210,240.0,240.0,4.3,0.0,0.0,253.0,4.0,1040.0,4,10373.0,10582.0,3.71,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Normal
266,ALKAPURI CITY SD,2019-20,2019-20R0501,2/15/2020,Alkapuri,4.62,420,476.0,238.0,3.1,238.0,3.2,239.0,6.3,1520.0,7.5,9788.0,7184.0,2.9,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Normal
267,PUNA,2019-20,2019-20R0161-1,12/6/2019,Puna,4.62,420,463.0,230.0,6.17,233.0,6.43,247.0,6.0,1111.0,12.3,10925.0,10747.0,3.83,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,On sed,Yes,Riding in proper
268,PUNA,2019-20,2019-20R0162,12/5/2019,Puna,3.3,300,343.7,343.7,4.0,0.0,0.0,246.0,4.3,1095.0,5,7860.0,7716.0,3.84,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,On sed,Yes,Ok
269,PUNA,2018-19,2018-19R0368,5/20/2019,Puna,5.94,548.31,615.1,307.7,2.7,307.4,2.7,254.0,7.2,1778.0,11,18000.0,18485.0,3.85,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
270,PUNA,2019-20,2019-20R0219,12/6/2019,Puna,5.94,540,612.4,306.0,2.8,306.4,2.8,259.0,6.7,2032.0,12,13000.0,13650.0,3.78,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
271,SARTHANA SD,2019-20,2019-20R0988,7/25/2020,Surat,4.95,450,514.4,234.4,2.2,280.0,2.3,252.0,4.7,1288.0,15,6890.0,6992.0,3.76,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
272,SARTHANA SD,2019-20,2019-20R0987,7/25/2020,Sunstar sity,4.95,450,498.0,265.0,1.6,233.0,1.7,255.0,3.0,804.0,15,6826.0,6974.0,3.75,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
273,SARTHANA SD,2018-19,2018-19R0006,11/25/2018,Sanstar sity,5.28,487.38,532.0,268.0,0.9,264.0,1.1,247.0,2.2,569.0,15,1547.0,18242.0,3.51,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
274,SARTHANA SD,2019-20,2019-20R0018,3/18/2020,Sarthana,5.94,540,613.0,305.0,1.1,308.0,1.1,243.0,3.1,741.0,16,11270.0,6600.0,2.2,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
275,SARTHANA SD,2019-20,2019-20R0711,7/16/2020,Sarthana,3.3,300,365.0,365.0,1.3,0.0,0.0,247.0,1.0,266.0,10,4756.0,4890.0,3.84,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
276,SARTHANA SD,2019-20,2019-20R0732,8/24/2020,Sarthana,3.3,300,326.0,326.0,0.5,0.0,0.0,250.0,0.6,157.0,11,4207.0,4108.0,3.59,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
277,GIDC CITY SD,2019-20,2019-20R0178,1/17/2020,Gidc,3.3,300,344.0,344.0,2.4,0.0,0.0,244.0,3.6,932.0,3,6782.0,7006.0,3.74,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Normal
278,GIDC CITY SD,2019-20,2019-20R0404,1/18/2020,Gidc,3.3,300,352.0,352.0,3.0,0.0,0.0,249.0,4.2,1070.0,3.4,7345.0,7375.0,3.95,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Normal
279,GIDC CITY SD,2019-20,2019-20R0423,1/17/2020,Gidc,3.3,300,342.0,342.0,4.4,0.0,0.0,249.0,5.9,1514.0,3.4,6553.0,6586.0,3.52,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Normal
280,GIDC CITY SD,2019-20,2019-20R0357,1/17/2020,GIDC,5.28,480,541.0,271.0,4.9,270.0,5.1,256.0,10.4,2595.0,6.8,10800.0,10807.0,3.61,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
281,GIDC CITY SD,2019-20,2019-20R0179,1/18/2020,Gidc,2.97,270,315.0,315.0,5.5,0.0,0.0,269.0,6.2,1716.0,5,7020.0,6974.0,4.15,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
282,GIDC CITY SD,2019-20,2019-20R0425,2/29/2020,Royal acre,5.28,480,540.0,270.0,3.7,270.0,3.7,241.0,8.1,2051.0,10,11400.0,11452.0,4.14,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
283,GIDC CITY SD,2019-20,2019-20R0347,1/18/2020,Gidc,3.3,300,347.0,347.0,4.1,0.0,0.0,246.0,6.3,1380.0,2.7,7534.0,7777.0,4.16,Done,Normal,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
284,NADIAD EAST SD NEW,2019-20,2019-20R1045,7/25/2020,Nadiyad,3.3,300,335.0,335.0,2.8,0.0,0.0,250.0,3.8,930.0,1.9,4673.0,4255.0,3.41,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Yes,Yes,Ok
285,NADIAD EAST SD NEW,2019-20,2019-20R1046,7/25/2020,Nadiyad,3.3,300,341.0,341.0,3.2,0.0,0.0,249.0,4.3,1051.0,2,4551.0,4663.0,3.74,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Yes,Yes,Ok
286,NADIAD EAST SD NEW,2019-20,2019-20R1047,7/25/2020,Nadiyad,3.3,300,340.0,340.0,4.4,0.0,0.0,255.0,5.8,1045.0,2.3,4013.0,4125.0,3.31,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok
287,GIDC CITY SD,2019-20,2019-20R0539,6/11/2020,GIDC,2.97,270,303.0,303.0,3.8,0.0,0.0,253.0,4.4,1100.0,2.6,4541.0,4563.0,3.64,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
288,VIDYANAGAR O&M SD,2019-20,2019-20R0455,5/22/2020,Vidhyanagar,3.3,300,347.0,347.0,3.8,0.0,0.0,262.0,4.7,1270.0,1.4,5917.0,5792.0,3.96,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Yes,Yes,Ok
289,VIDYANAGAR O&M SD,2019-20,2019-20R0804,4/22/2020,Vidhyanar,5.28,480,554.0,272.0,5.1,282.0,5.0,262.0,10.4,2681.0,18,9981.0,10125.0,4.05,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
290,ALTHAN SD,2019-20,2019-20r0311,1/25/2020,Althan,3.3,300,301.4,301.4,8.0,0.0,0.0,240.0,10.3,2322.0,4.2,7049.0,7281.0,3.93,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
291,ALTHAN SD,2019-20,2019-20R0794,9/18/2020,Surat,2.97,270,516.1,221.5,7.3,294.6,8.1,240.0,16.5,3893.0,6.5,5875.0,13591.0,14.08,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
292,GIDC CITY SD,2019-20,2019-20R1010,9/16/2020,Gidc,3.3,300,326.0,326.0,1.6,0.0,0.0,251.0,2.1,534.0,5,4152.0,4114.0,3.81,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
293,ALTHAN SD,2018-19,2018-19R0210,3/14/2019,Althan,3.25,300,305.7,305.7,1.8,0.0,0.0,232.0,2.9,678.0,4.8,10000.0,10474.0,3.67,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
294,GIDC CITY SD,2019-20,2019-20R0346,1/18/2020,Gidc,3.3,300,325.0,325.0,1.5,0.0,0.0,255.0,1.8,527.0,5.1,7420.0,7483.0,3.99,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
295,ALTHAN SD,2018-19,2018-19R0207,3/14/2019,Surat,3.25,300,362.0,362.0,5.6,0.0,0.0,240.0,7.7,1991.0,5.1,10000.0,10235.0,3.58,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
296,ALTHAN SD,2018-19,2018-19R0344,3/14/2019,Althan,3.25,300,322.2,322.2,7.1,0.0,0.0,242.0,9.4,2286.0,5.3,10000.0,10446.0,3.66,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
297,ALTHAN SD,2019-20,2019-20R0313,1/22/2020,Althan,3.3,300,319.6,319.6,6.4,0.0,0.0,245.0,7.9,1731.0,5.6,6920.0,7155.0,3.84,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
298,ALTHAN SD,2018-19,2018-19R0208,3/29/2019,Althan,3.25,300,316.0,316.0,6.2,0.0,0.0,249.0,7.4,2044.0,5.9,10000.0,10495.0,3.74,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
299,ALTHAN SD,2018-19,2018-19R0330,3/13/2019,Althan,3.25,300,315.5,315.5,9.0,0.0,0.0,246.0,11.1,2454.0,6.3,10000.0,10332.0,3.61,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
300,ALTHAN SD,2018-19,2018-19R0304,4/1/2019,Althan,3.25,300,324.0,324.0,5.6,0.0,0.0,249.0,7.0,1766.0,6.9,9995.0,10062.0,3.6,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
301,ALTHAN SD,2019-20,2019-20R0363,7/27/2020,Althan,3.3,300,332.7,332.7,7.8,0.0,0.0,254.0,9.8,2384.0,7.4,4336.0,4220.0,3.38,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,"Ok,inverter ni display kharab che"
302,ALTHAN SD,2019-20,2019-20R0077,1/25/2020,Althan,3.3,300,338.0,338.0,3.8,0.0,0.0,241.0,5.2,1221.0,9.7,6520.0,6734.0,3.63,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
303,ALTHAN SD,2019-20,2019-20R0075,1/22/2020,Althan,3.3,300,317.0,317.0,7.2,0.0,0.0,248.0,9.3,2297.0,9.4,6243.0,6404.0,3.43,Done,Normal,Tartness karyu,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
304,ALTHAN SD,2018-19,2018-19R0209,3/14/2019,Althan,3.25,300,351.9,351.9,5.7,0.0,0.0,241.0,8.3,2041.0,10,10000.0,10241.0,3.58,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
305,ALTHAN SD,2018-19,2018-19R0186,3/14/2019,Althan,3.25,300,328.0,328.0,3.9,0.0,0.0,240.0,6.5,1298.0,11,10000.0,10106.0,3.54,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
306,ALTHAN SD,2018-19,2018-19R0185,3/14/2019,Althan,3.25,300,346.0,346.0,2.9,0.0,0.0,237.0,4.9,1096.0,11,9862.0,9730.0,3.41,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
307,ALTHAN SD,2018-19,2018-19R0205,3/29/2019,Althan,3.25,300,341.0,341.0,3.1,0.0,0.0,249.0,4.3,1049.0,12,10000.0,10620.0,3.78,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
308,ALTHAN SD,2019-20,2019-20R0312,1/22/2020,Althan,2.97,270,315.0,315.0,4.6,0.0,0.0,255.0,5.9,1475.0,11,6496.0,7224.0,4.3,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
309,ALTHAN SD,2019-20,2019-20R0424,1/17/2020,Althan,3.3,300,354.0,354.0,4.1,0.0,0.0,254.0,5.7,1417.0,5.2,6164.0,6501.0,3.46,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
310,ALTHAN SD,2018-19,2018-19R0206,4/1/2019,Althan ,3.15,290.77,335.0,335.0,4.3,0.0,0.0,250.0,5.8,1470.0,13,9647.0,9750.0,3.59,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
311,ALTHAN SD,2018-19,2018-19R0211,2/23/2019,Althan,5.2,480,540.7,272.9,3.3,267.8,3.4,245.0,7.7,2479.0,21,17000.0,17587.0,3.77,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
312,MANJALPUR SDN,2019-20,2019-20R0985,7/28/2020,Manjalpur,2.97,270,307.0,307.0,4.79,0.0,0.0,246.0,4.1,1015.0,4,3689.0,3802.0,3.4,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
313,ALTHAN SD,2018-19,2018-19R0187,1/28/2019,Althan,3.25,300,337.0,337.0,2.2,0.0,0.0,244.0,3.8,1140.0,12,10000.0,10091.0,3.36,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
314,ALTHAN SD,2018-19,2018-19R0068,3/14/2019,Althan,3.25,300,341.0,341.0,2.6,0.0,0.0,235.0,4.7,1107.0,12,10000.0,10719.0,3.75,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
315,ALTHAN SD,2018-19,2018-19R0188,1/28/2019,Althan,3.25,300,341.0,341.0,3.0,0.0,0.0,244.0,4.3,1056.0,13,10000.0,11281.0,3.76,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
316,ALTHAN SD,2018-19,2018-19R0189,1/28/2019,Althan,3.25,300,332.0,332.0,2.2,0.0,0.0,244.0,2.7,662.0,12,10000.0,11133.0,3.71,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
317,ALTHAN SD,2019-20,2019-20R0437,6/10/2020,Althan ,5.94,540,647.0,316.0,1.6,331.0,0.7,242.0,3.4,809.0,24,12000.0,13013.0,5.15,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
318,ALTHAN SD,2019-20,2019-20R0853,6/19/2020,Althan,4.62,420,499.0,256.0,0.6,243.0,1.0,235.0,11.7,394.0,20,6874.0,6958.0,3.62,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
319,ALTHAN SD,2019-20,2019-20R0888,7/4/2020,Althan,2.97,270,300.0,300.0,0.5,0.0,0.0,240.0,0.6,153.0,11,3785.0,3797.0,3.19,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
320,ALTHAN SD,2019-20,2019-20R0889,6/19/2020,Althan,3.3,300,336.0,336.0,0.9,0.0,0.0,242.0,1.2,299.0,14,4912.0,4854.0,3.54,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
321,MANJALPUR SDN,2019-20,2019-20R0181,3/7/2020,Manjalpur,2.97,270,320.0,320.0,3.3,0.0,0.0,244.0,3.8,930.0,3.7,5422.0,5580.0,3.61,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
322,MANJALPUR SDN,2019-20,2019-20R0802,8/28/2020,Manjalpur,2.97,270,319.0,319.0,2.7,0.0,0.0,251.0,3.1,764.0,4.3,3389.0,3472.0,3.37,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
323,MANJALPUR SDN,2019-20,2019-20R0004,12/26/2019,Manjalpur,4.62,420,505.0,252.0,5.2,253.0,4.6,263.0,7.8,2196.0,5,10926.0,10893.0,3.98,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
324,MANJALPUR SDN,2018-19,2018-19R0335,2/16/2019,Manjalpur,4.55,420,490.0,243.0,3.2,247.0,3.4,259.0,6.6,1741.0,6.4,13000.0,12538.0,3.04,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
325,MANJALPUR SDN,2019-20,2019-20R0208,2/21/2020,Manjalpur,3.3,300,321.0,321.0,9.0,0.0,0.0,267.0,10.0,2791.0,7.5,7262.0,7451.0,4.21,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
326,TARSALI SD,2019-20,2019-20R1042,9/8/2020,Tarsali,3.3,300,330.0,330.0,1.5,0.0,0.0,247.0,2.1,511.0,11,4308.0,4253.0,3.84,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
327,TARSALI SD,2019-20,2019-20R0180,2/14/2020,Tarsali,3.3,300,346.0,346.0,1.0,0.0,0.0,250.0,1.5,384.0,12,7566.0,7580.0,4.23,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
328,TARSALI SD,2019-20,2019-20R0671,6/4/2020,Tarsali,3.3,300,362.0,362.0,0.3,0.0,0.0,241.0,0.5,134.0,11,5112.0,5097.0,3.58,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
329,TARSALI SD,2017-18,2017-18R0039,1/2/2018,Tarsali,4.16,390,470.0,249.0,0.75,221.0,0.54,248.0,0.6,172.0,16,17298.0,31109.0,5.68,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
330,MANJALPUR SDN,2019-20,2019-20R0527,3/5/2020,Manjalpur,5.28,480,557.0,280.0,4.4,277.0,4.11,246.0,7.6,1851.0,6,10926.0,10896.0,3.94,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
331,MANJALPUR SDN,2017-18,2017-18R0037,1/1/2018,Manjalpur,2.88,270,299.0,299.0,3.19,0.0,0.0,243.0,3.5,895.0,3.4,13681.0,14058.0,3.7,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
332,PADRA O&M SD,2019-20,2019-20R0477,2/28/2020,Padra ,3.3,300,338.0,338.0,4.6,0.0,0.0,264.0,6.1,1620.0,5.5,5017.0,12508.0,7.15,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two block,Yes,Normal
333,PADRA O&M SD,2019-20,2019-20R0827,7/15/2020,Padra,4.62,420,474.0,238.0,2.6,236.0,2.8,250.0,5.0,1241.0,8.8,6592.0,7620.0,4.21,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
334,PADRA O&M SD,2019-20,2019-20R0814,7/25/2020,Padra,1.98,180,208.0,208.0,2.8,0.0,0.0,247.0,2.3,566.0,3.8,2856.0,2893.0,3.82,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
335,PADRA O&M SD,2019-20,2019-20R0936,7/25/2020,Padra,3.3,300,354.0,354.0,4.5,0.0,0.0,254.0,7.7,2284.0,6.1,4375.0,4505.0,3.57,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
